source_folder,timestamp_s,event_type,customer_id,profile,priority,items,payment_method,lane_name,lane_type,effective_queue_length,queue_request_priority,patience_s,service_time_s,revenue_clp,profit_clp,reason
Week-01-Day-02,57.59142611035713,queue_request,1,weekly_planner,no_priority,43,card,REG-1,regular,0,no_priority,177.59746068363006,0,0,0,
Week-01-Day-02,61.057076375673205,queue_request,2,express_basket,no_priority,16,card,REG-2,regular,0,no_priority,239.53821819567392,0,0,0,
Week-01-Day-02,61.057076375673205,service_start,2,express_basket,no_priority,16,card,REG-2,regular,1,no_priority,239.53821819567392,80.77345856476457,0,5738,
Week-01-Day-02,141.83053494043776,service_end,2,express_basket,no_priority,16,card,REG-2,regular,1,no_priority,239.53821819567392,80.77345856476457,0,5738,
Week-01-Day-02,143.28338824163075,queue_request,3,regular,no_priority,9,card,REG-2,regular,0,no_priority,489.4220593294896,0,0,0,
Week-01-Day-02,214.07317571788008,queue_request,4,express_basket,no_priority,9,card,REG-3,regular,0,no_priority,71.29276234021275,0,0,0,
Week-01-Day-02,230.37971812287287,queue_request,5,regular,no_priority,37,card,REG-4,regular,0,no_priority,413.1117709296027,0,0,0,
Week-01-Day-02,143.28338824163075,service_start,3,regular,no_priority,9,card,REG-2,regular,1,no_priority,489.4220593294896,107.63648238410899,0,2098,
Week-01-Day-02,250.91987062573975,service_end,3,regular,no_priority,9,card,REG-2,regular,1,no_priority,489.4220593294896,107.63648238410899,0,2098,
Week-01-Day-02,255.81629795175832,queue_request,6,deal_hunter,no_priority,41,card,REG-2,regular,0,no_priority,364.8599246706067,0,0,0,
Week-01-Day-02,214.07317571788008,service_start,4,express_basket,no_priority,9,card,REG-3,regular,1,no_priority,71.29276234021275,75.48665576458922,0,3284,
Week-01-Day-02,289.5598314824693,service_end,4,express_basket,no_priority,9,card,REG-3,regular,1,no_priority,71.29276234021275,75.48665576458922,0,3284,
Week-01-Day-02,293.31120094180733,queue_request,7,weekly_planner,no_priority,138,card,REG-3,regular,0,no_priority,909.620194653434,0,0,0,
Week-01-Day-02,306.41094797756523,queue_request,8,express_basket,no_priority,8,card,REG-5,regular,0,no_priority,32.38373591592498,0,0,0,
Week-01-Day-02,312.65516569242027,queue_request,9,express_basket,no_priority,6,card,REG-6,regular,0,no_priority,535.0472296261162,0,0,0,
Week-01-Day-02,333.6543567947447,queue_request,10,family_cart,no_priority,98,card,REG-7,regular,0,no_priority,278.18807292334185,0,0,0,
Week-01-Day-02,312.65516569242027,service_start,9,express_basket,no_priority,6,card,REG-6,regular,1,no_priority,535.0472296261162,21.36715167235386,0,2005,
Week-01-Day-02,334.02231736477415,service_end,9,express_basket,no_priority,6,card,REG-6,regular,1,no_priority,535.0472296261162,21.36715167235386,0,2005,
Week-01-Day-02,350.07174150368155,queue_request,11,family_cart,no_priority,71,card,REG-6,regular,0,no_priority,1338.2227905500336,0,0,0,
Week-01-Day-02,306.41094797756523,service_start,8,express_basket,no_priority,8,card,REG-5,regular,1,no_priority,32.38373591592498,71.38605418933405,0,3027,
Week-01-Day-02,377.7970021668993,service_end,8,express_basket,no_priority,8,card,REG-5,regular,1,no_priority,32.38373591592498,71.38605418933405,0,3027,
Week-01-Day-02,385.5322665994536,queue_request,12,regular,no_priority,33,cash,REG-5,regular,0,no_priority,1182.0802160361557,0,0,0,
Week-01-Day-02,230.37971812287287,service_start,5,regular,no_priority,37,card,REG-4,regular,1,no_priority,413.1117709296027,163.86377705646422,0,10526,
Week-01-Day-02,394.24349517933706,service_end,5,regular,no_priority,37,card,REG-4,regular,1,no_priority,413.1117709296027,163.86377705646422,0,10526,
Week-01-Day-02,255.81629795175832,service_start,6,deal_hunter,no_priority,41,card,REG-2,regular,1,no_priority,364.8599246706067,146.94971644429702,0,9756,
Week-01-Day-02,402.7660143960553,service_end,6,deal_hunter,no_priority,41,card,REG-2,regular,1,no_priority,364.8599246706067,146.94971644429702,0,9756,
