source_folder,customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason,effective_queue_length
Week-01-Day-01,2,self_checkout_fan,no_priority,4,card,18.190155581203726,18.190155581203726,56.82927338990085,0.0,38.63911780869712,38.63911780869712,8,0,,,4,1787,,REG-2,regular,no_priority,1460.066095060092,served,,,0
Week-01-Day-01,3,self_checkout_fan,no_priority,15,card,88.23606270236633,88.23606270236633,141.01590994009229,0.0,52.77984723772597,52.77984723772596,8,0,,,15,5010,,REG-2,regular,no_priority,620.733082929592,served,,,0
Week-01-Day-01,1,deal_hunter,senior,23,cash,14.341088949644472,14.341088949644472,157.94961840912163,0.0,143.60852945947715,143.60852945947715,8,0,,,23,6256,,REG-1,regular,senior,107.14884100597514,served,,,0
Week-01-Day-01,5,deal_hunter,no_priority,14,card,205.63770618476337,205.63770618476337,267.53400438720587,0.0,61.89629820244251,61.896298202442495,8,0,,,14,2123,,REG-1,regular,no_priority,721.3180697212975,served,,,0
Week-01-Day-01,4,deal_hunter,no_priority,31,card,120.3330213916779,120.3330213916779,324.5085151502399,0.0,204.17549375856194,204.17549375856197,8,0,,,31,6998,,REG-3,regular,no_priority,576.4185325374842,served,,,0
Week-01-Day-01,6,express_basket,no_priority,8,card,239.4303955422438,239.4303955422438,331.14832429004014,0.0,91.71792874779632,91.71792874779635,8,0,,,8,1001,,REG-2,regular,no_priority,322.5018086424217,served,,,0
Week-01-Day-01,8,regular,no_priority,18,card,347.2505488036368,347.2505488036368,444.7759003185667,0.0,97.52535151492992,97.52535151492992,8,0,,,18,1087,,REG-2,regular,no_priority,107.73446996589192,served,,,0
Week-01-Day-01,12,express_basket,no_priority,10,card,523.619908872246,523.619908872246,578.0182076002698,0.0,54.398298728023725,54.39829872802375,8,0,,,10,3937,,REG-5,regular,no_priority,385.2053430643689,served,,,0
Week-01-Day-01,7,weekly_planner,senior,52,card,332.44596288848334,332.44596288848334,614.0830123665547,0.0,281.6370494780714,281.6370494780714,8,0,,,52,14301,,REG-1,regular,senior,810.2779480939215,served,,,0
Week-01-Day-01,11,self_checkout_fan,no_priority,14,card,519.3591663115112,519.3591663115112,641.4951096456952,0.0,122.13594333418393,122.13594333418393,8,0,,,14,6076,,REG-4,regular,no_priority,323.3733292830881,served,,,0
Week-01-Day-01,16,express_basket,no_priority,2,card,841.5247325593919,841.5247325593919,846.5724323324285,0.0,5.047699773036678,5.0476997730366975,8,0,,,2,747,,REG-6,regular,no_priority,318.8627061768933,served,,,0
Week-01-Day-01,9,weekly_planner,no_priority,95,card,387.51985213004446,387.51985213004446,868.751664265666,0.0,481.23181213562157,481.23181213562157,8,0,,,95,27753,,REG-3,regular,no_priority,794.2431603645753,served,,,0
Week-01-Day-01,10,family_cart,no_priority,61,cash,481.2051508826844,481.2051508826844,875.5087112515931,0.0,394.30356036890873,394.30356036890873,8,0,,,61,14761,,REG-2,regular,no_priority,36.913058511555064,served,,,0
Week-01-Day-01,14,express_basket,no_priority,27,card,779.0399887119383,779.0399887119383,920.4508308468487,0.0,141.4108421349103,141.41084213491035,8,0,,,27,8132,,REG-4,regular,no_priority,286.8392851540474,served,,,0
Week-01-Day-01,18,express_basket,no_priority,10,card,884.357543548329,884.357543548329,961.5152549985248,0.0,77.15771145019583,77.15771145019585,8,0,,,10,2323,,REG-2,regular,no_priority,13.850585869538605,served,,,0
Week-01-Day-01,19,express_basket,no_priority,6,card,941.2941558580605,941.2941558580605,991.292291088383,0.0,49.998135230322376,49.99813523032242,8,0,,,6,1321,,REG-3,regular,no_priority,101.53348610871107,served,,,0
Week-01-Day-01,20,deal_hunter,no_priority,2,cash,1002.5442490847636,1002.5442490847636,1005.6907458767455,0.0,3.1464967919818743,3.1464967919819173,8,0,,,2,288,,REG-2,regular,no_priority,218.90484693921718,served,,,0
Week-01-Day-01,15,family_cart,no_priority,71,cash,827.735297766354,827.735297766354,1059.2813579844708,0.0,231.54606021811674,231.54606021811674,8,0,,,71,22525,,REG-5,regular,no_priority,458.6911216382505,served,,,0
Week-01-Day-01,22,deal_hunter,no_priority,13,card,1042.1801907161826,1042.1801907161826,1096.8358422120634,0.0,54.6556514958808,54.655651495880875,8,0,,,13,2933,,REG-3,regular,no_priority,851.5566472253786,served,,,0
Week-01-Day-01,13,weekly_planner,senior,109,cash,621.7129374315009,621.7129374315009,1138.2380290356427,0.0,516.5250916041417,516.5250916041418,8,0,,,109,26623,,REG-1,regular,senior,115.9926438889575,served,,,0
Week-01-Day-01,24,express_basket,no_priority,13,card,1192.0347543322678,1192.0347543322678,1256.8249731348594,0.0,64.79021880259172,64.79021880259165,8,0,,,13,5417,,REG-3,regular,no_priority,122.68412593469635,served,,,0
Week-01-Day-01,17,weekly_planner,no_priority,119,card,865.0732284212536,865.0732284212536,1276.9838014784375,0.0,411.9105730571839,411.9105730571839,8,0,,,119,31547,,REG-6,regular,no_priority,154.10661861068195,served,,,0
Week-01-Day-01,23,regular,no_priority,60,card,1144.4400819264847,1144.4400819264847,1390.039394312432,0.0,245.59931238594737,245.59931238594731,8,0,,,60,16006,,REG-1,regular,no_priority,361.2983403179643,served,,,0
Week-01-Day-01,21,family_cart,no_priority,48,cash,1026.687036471565,1026.687036471565,1400.8145903609557,0.0,374.12755388939064,374.1275538893906,8,0,,,48,13213,,REG-2,regular,no_priority,267.92699757687905,served,,,0
Week-01-Day-01,25,family_cart,no_priority,57,card,1297.937871569371,1297.937871569371,1590.74881290764,0.0,292.810941338269,292.810941338269,8,0,,,57,19252,,REG-3,regular,no_priority,590.8268911601992,served,,,0
Week-01-Day-01,28,express_basket,no_priority,12,card,1674.8402948638322,1674.8402948638322,1697.570457455782,0.0,22.730162591949796,22.730162591949693,8,0,,,12,4434,,REG-3,regular,no_priority,141.67049188699912,served,,,0
