source_folder,customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason,effective_queue_length
Week-01-Day-05,1,express_basket,no_priority,4,card,424.30540766651757,424.30540766651757,462.10299366255305,0.0,37.797585996035494,37.79758599603548,8,0,,,4,0,,REG-1,regular,no_priority,61.87408246270038,served,,,0
Week-01-Day-05,3,self_checkout_fan,no_priority,9,card,463.5084968557603,463.5084968557603,518.6248555762355,0.0,55.11635872047516,55.116358720475205,8,0,,,9,2259,,REG-1,regular,no_priority,3.4109630872323145,served,,,0
Week-01-Day-05,4,self_checkout_fan,no_priority,44,card,594.6186206867023,594.6186206867023,787.0107288057363,0.0,192.39210811903394,192.392108119034,8,0,,,44,10842,,REG-1,regular,no_priority,802.9199625023041,served,,,0
Week-01-Day-05,6,express_basket,no_priority,7,card,778.9386945760598,778.9386945760598,803.2156030018492,0.0,24.27690842578941,24.27690842578943,8,0,,,7,575,,REG-4,regular,no_priority,97.62351248576988,served,,,0
Week-01-Day-05,2,family_cart,no_priority,92,cash,459.2828624037502,459.2828624037502,814.0054565388584,0.0,354.7225941351082,354.72259413510824,8,0,,,92,20434,,REG-2,regular,no_priority,1235.9364222289905,served,,,0
Week-01-Day-05,5,regular,no_priority,56,cash,641.3996520591136,641.3996520591136,907.0430024593791,0.0,265.64335040026543,265.6433504002655,8,0,,,56,9297,,REG-3,regular,no_priority,420.6686403276172,served,,,0
Week-01-Day-05,7,self_checkout_fan,no_priority,13,card,824.1742874023475,824.1742874023475,928.8404187433374,0.0,104.66613134098985,104.66613134098986,8,0,,,13,2150,,REG-1,regular,no_priority,423.04446282693215,served,,,0
Week-01-Day-05,8,regular,no_priority,27,card,834.4707859285845,834.4707859285845,1065.6509178990389,0.0,231.18013197045425,231.18013197045434,8,0,,,27,4288,,REG-2,regular,no_priority,994.2786928634697,served,,,0
Week-01-Day-05,9,regular,senior,34,card,982.0945627218134,982.0945627218134,1128.320735748206,0.0,146.22617302639264,146.22617302639264,8,0,,,34,7447,,REG-1,regular,senior,95.60978246115239,served,,,0
Week-01-Day-05,11,express_basket,no_priority,1,card,1099.3884211953373,1099.3884211953373,1152.681604818863,0.0,53.29318362352575,53.29318362352569,8,0,,,1,215,,REG-2,regular,no_priority,283.6249323599207,served,,,0
Week-01-Day-05,10,family_cart,no_priority,111,cash,1050.330326149051,1050.330326149051,1487.9819205510066,0.0,437.65159440195555,437.65159440195566,8,0,,,111,20892,,REG-3,regular,no_priority,511.25313592881304,served,,,0
Week-01-Day-05,13,express_basket,senior,14,card,1492.3752577099476,1492.3752577099476,1574.832038115553,0.0,82.45678040560529,82.45678040560529,8,0,,,14,4304,,REG-2,regular,senior,39.66001336256567,served,,,0
Week-01-Day-05,12,family_cart,no_priority,83,cash,1374.9976528455736,1374.9976528455736,1627.0101182993483,0.0,252.0124654537746,252.01246545377467,8,0,,,83,14803,,REG-1,regular,no_priority,42.69441188422359,served,,,0
Week-01-Day-05,14,self_checkout_fan,no_priority,11,card,1585.4945393380185,1585.4945393380185,1661.5398178999394,0.0,76.04527856192082,76.0452785619209,8,0,,,11,2260,,REG-2,regular,no_priority,470.5233813465991,served,,,0
Week-01-Day-05,15,regular,no_priority,40,card,1843.6695457582937,1843.6695457582937,1951.0554570284457,0.0,107.38591127015214,107.38591127015206,8,0,,,40,7460,,REG-1,regular,no_priority,623.0516417876906,served,,,0
Week-01-Day-05,16,regular,no_priority,8,card,1863.8187218660278,1863.8187218660278,1952.8321054405096,0.0,89.01338357448175,89.01338357448185,8,0,,,8,154,,REG-2,regular,no_priority,17.92453701762063,served,,,0
Week-01-Day-05,19,regular,no_priority,9,card,2002.688164302439,2002.688164302439,2079.282747777127,0.0,76.5945834746883,76.59458347468808,8,0,,,9,0,,REG-1,regular,no_priority,1425.6924015824059,served,,,0
Week-01-Day-05,18,weekly_planner,no_priority,35,cash,1941.4703335966478,1941.4703335966478,2099.907226413443,0.0,158.4368928167952,158.43689281679508,8,0,,,35,6098,,REG-4,regular,no_priority,80.38755474565993,served,,,0
Week-01-Day-05,17,regular,no_priority,39,card,1939.5815750498223,1939.5815750498223,2158.1241277924337,0.0,218.54255274261158,218.5425527426114,8,0,,,39,9697,,REG-3,regular,no_priority,343.5521960979208,served,,,0
Week-01-Day-05,20,express_basket,no_priority,4,card,2153.876600259624,2153.876600259624,2222.4849515281703,0.0,68.6083512685463,68.60835126854636,8,0,,,4,1641,,REG-1,regular,no_priority,17.334689808449532,served,,,0
Week-01-Day-05,23,express_basket,no_priority,6,card,2285.474581067545,2285.474581067545,2333.8156527543892,0.0,48.34107168684426,48.341071686844316,8,0,,,6,1000,,REG-3,regular,no_priority,95.47106877508564,served,,,0
Week-01-Day-05,22,express_basket,no_priority,3,card,2283.9825811480296,2283.9825811480296,2351.2609426142562,0.0,67.27836146622663,67.27836146622667,8,0,,,3,497,,REG-2,regular,no_priority,61.54360369132608,served,,,0
Week-01-Day-05,25,express_basket,no_priority,6,card,2380.127974627372,2380.127974627372,2438.2022988208273,0.0,58.07432419345493,58.07432419345514,8,0,,,6,852,,REG-3,regular,no_priority,166.1663982408465,served,,,0
Week-01-Day-05,24,regular,no_priority,21,cash,2365.2002263316863,2365.2002263316863,2482.585973050436,0.0,117.38574671875011,117.38574671874994,8,0,,,21,5128,,REG-2,regular,no_priority,577.9218022684076,served,,,0
Week-01-Day-05,26,self_checkout_fan,senior,5,card,2489.2495433953954,2489.2495433953954,2530.2505444252924,0.0,41.001001029896884,41.001001029897,8,0,,,5,608,,REG-2,regular,senior,15.61312015843492,served,,,0
Week-01-Day-05,28,deal_hunter,no_priority,8,card,2534.3006193887195,2534.3006193887195,2581.3584344760907,0.0,47.05781508737138,47.05781508737118,8,0,,,8,2539,,REG-2,regular,no_priority,342.43987683489627,served,,,0
Week-01-Day-05,29,express_basket,no_priority,5,card,2537.4970140470214,2537.4970140470214,2588.106415408447,0.0,50.60940136142555,50.609401361425626,8,0,,,5,1218,,REG-4,regular,no_priority,106.70794837349185,served,,,0
