source_folder,timestamp_s,event_type,customer_id,profile,priority,items,payment_method,lane_name,lane_type,effective_queue_length,queue_request_priority,patience_s,service_time_s,revenue_clp,profit_clp,reason
Week-01-Day-01,82.49883779962693,queue_request,1,express_basket,no_priority,13,card,REG-1,regular,0,no_priority,248.9453621961201,0,0,0,
Week-01-Day-01,93.91750294122176,queue_request,2,regular,no_priority,36,card,REG-2,regular,0,no_priority,165.74331354346572,0,0,0,
Week-01-Day-01,107.28148627611881,queue_request,3,family_cart,no_priority,86,card,REG-3,regular,0,no_priority,794.0465982345353,0,0,0,
Week-01-Day-01,82.49883779962693,service_start,1,express_basket,no_priority,13,card,REG-1,regular,1,no_priority,248.9453621961201,107.34109899725925,0,4654,
Week-01-Day-01,189.83993679688618,service_end,1,express_basket,no_priority,13,card,REG-1,regular,1,no_priority,248.9453621961201,107.34109899725925,0,4654,
Week-01-Day-01,228.01611878884796,queue_request,4,express_basket,no_priority,8,card,REG-1,regular,0,no_priority,195.08596687878784,0,0,0,
Week-01-Day-01,228.01611878884796,service_start,4,express_basket,no_priority,8,card,REG-1,regular,1,no_priority,195.08596687878784,63.072019281063305,0,3660,
Week-01-Day-01,291.0881380699113,service_end,4,express_basket,no_priority,8,card,REG-1,regular,1,no_priority,195.08596687878784,63.072019281063305,0,3660,
Week-01-Day-01,93.91750294122176,service_start,2,regular,no_priority,36,card,REG-2,regular,1,no_priority,165.74331354346572,198.57263646209842,0,7999,
Week-01-Day-01,292.4901394033202,service_end,2,regular,no_priority,36,card,REG-2,regular,1,no_priority,165.74331354346572,198.57263646209842,0,7999,
Week-01-Day-01,294.9862158362557,queue_request,5,self_checkout_fan,no_priority,5,card,REG-1,regular,0,no_priority,17.93437722628886,0,0,0,
Week-01-Day-01,294.9862158362557,service_start,5,self_checkout_fan,no_priority,5,card,REG-1,regular,1,no_priority,17.93437722628886,26.784569907107553,0,706,
Week-01-Day-01,321.77078574336326,service_end,5,self_checkout_fan,no_priority,5,card,REG-1,regular,1,no_priority,17.93437722628886,26.784569907107553,0,706,
Week-01-Day-01,346.12583177669876,queue_request,6,regular,no_priority,65,card,REG-1,regular,0,no_priority,863.1741106889833,0,0,0,
Week-01-Day-01,107.28148627611881,service_start,3,family_cart,no_priority,86,card,REG-3,regular,1,no_priority,794.0465982345353,304.56955524357255,0,23802,
Week-01-Day-01,411.85104151969136,service_end,3,family_cart,no_priority,86,card,REG-3,regular,1,no_priority,794.0465982345353,304.56955524357255,0,23802,
Week-01-Day-01,444.2212766032826,queue_request,7,express_basket,no_priority,7,card,REG-2,regular,0,no_priority,289.4553304736903,0,0,0,
Week-01-Day-01,448.81241907842195,queue_request,8,express_basket,no_priority,8,card,REG-3,regular,0,no_priority,361.0929364690944,0,0,0,
Week-01-Day-01,469.4609421378518,queue_request,9,express_basket,no_priority,1,card,REG-4,regular,0,no_priority,360.9591011027497,0,0,0,
Week-01-Day-01,448.81241907842195,service_start,8,express_basket,no_priority,8,card,REG-3,regular,1,no_priority,361.0929364690944,21.5116955825239,0,2965,
Week-01-Day-01,470.32411466094584,service_end,8,express_basket,no_priority,8,card,REG-3,regular,1,no_priority,361.0929364690944,21.5116955825239,0,2965,
Week-01-Day-01,476.09303259921217,queue_request,10,weekly_planner,no_priority,53,card,REG-3,regular,0,no_priority,1622.3036369271824,0,0,0,
Week-01-Day-01,469.4609421378518,service_start,9,express_basket,no_priority,1,card,REG-4,regular,1,no_priority,360.9591011027497,30.933518939302683,0,0,
Week-01-Day-01,500.3944610771545,service_end,9,express_basket,no_priority,1,card,REG-4,regular,1,no_priority,360.9591011027497,30.933518939302683,0,0,
Week-01-Day-01,444.2212766032826,service_start,7,express_basket,no_priority,7,card,REG-2,regular,1,no_priority,289.4553304736903,62.21016003896344,0,1983,
Week-01-Day-01,506.431436642246,service_end,7,express_basket,no_priority,7,card,REG-2,regular,1,no_priority,289.4553304736903,62.21016003896344,0,1983,
Week-01-Day-01,514.7966853109137,queue_request,11,deal_hunter,no_priority,17,cash,REG-2,regular,0,no_priority,161.82316010191246,0,0,0,
Week-01-Day-01,514.7966853109137,service_start,11,deal_hunter,no_priority,17,cash,REG-2,regular,1,no_priority,161.82316010191246,56.01526658160604,0,3301,
Week-01-Day-01,570.8119518925198,service_end,11,deal_hunter,no_priority,17,cash,REG-2,regular,1,no_priority,161.82316010191246,56.01526658160604,0,3301,
Week-01-Day-01,346.12583177669876,service_start,6,regular,no_priority,65,card,REG-1,regular,1,no_priority,863.1741106889833,279.36111128739003,0,16203,
Week-01-Day-01,625.4869430640888,service_end,6,regular,no_priority,65,card,REG-1,regular,1,no_priority,863.1741106889833,279.36111128739003,0,16203,
Week-01-Day-01,637.2999970872952,queue_request,12,regular,no_priority,37,card,REG-1,regular,0,no_priority,1839.9426135880597,0,0,0,
Week-01-Day-01,476.09303259921217,service_start,10,weekly_planner,no_priority,53,card,REG-3,regular,1,no_priority,1622.3036369271824,216.54903012436816,0,20062,
Week-01-Day-01,692.6420627235804,service_end,10,weekly_planner,no_priority,53,card,REG-3,regular,1,no_priority,1622.3036369271824,216.54903012436816,0,20062,
Week-01-Day-01,701.3859046158141,queue_request,13,express_basket,no_priority,3,card,REG-2,regular,0,no_priority,108.44343458337475,0,0,0,
Week-01-Day-01,701.3859046158141,service_start,13,express_basket,no_priority,3,card,REG-2,regular,1,no_priority,108.44343458337475,27.0,0,84,
Week-01-Day-01,728.3859046158141,service_end,13,express_basket,no_priority,3,card,REG-2,regular,1,no_priority,108.44343458337475,27.0,0,84,
Week-01-Day-01,752.6551916224562,queue_request,14,weekly_planner,senior,41,cash,REG-2,regular,0,senior,701.8697258021174,0,0,0,
Week-01-Day-01,637.2999970872952,service_start,12,regular,no_priority,37,card,REG-1,regular,1,no_priority,1839.9426135880597,118.52358260621642,0,11704,
Week-01-Day-01,755.8235796935116,service_end,12,regular,no_priority,37,card,REG-1,regular,1,no_priority,1839.9426135880597,118.52358260621642,0,11704,
Week-01-Day-01,771.1024172364305,queue_request,15,regular,no_priority,22,card,REG-1,regular,0,no_priority,299.8929148739296,0,0,0,
Week-01-Day-01,772.4511460321701,queue_request,16,family_cart,no_priority,90,cash,REG-3,regular,0,no_priority,2542.277907383697,0,0,0,
