source_folder,customer_id,profile,priority,items,payment_method,arrival_time_s,service_start_s,service_end_s,wait_time_s,service_time_s,total_time_s,arrival_hour,total_revenue_clp,cart_categories,cart_category_revenue_clp,cart_items,total_profit_clp,cart_category_profit_clp,lane_name,lane_type,queue_request_priority,patience_s,outcome,balk_reason,abandon_reason,effective_queue_length
Week-01-Day-03,1,express_basket,pregnant,12,card,46.83456428512363,46.83456428512363,173.5270730611154,0.0,126.69250877599177,126.69250877599177,8,0,,,12,3175,,REG-1,regular,pregnant,68.38794145331607,served,,,0
Week-01-Day-03,2,express_basket,no_priority,22,card,125.30680316345388,125.30680316345388,245.05270276345942,0.0,119.74589960000554,119.74589960000554,8,0,,,22,4273,,REG-2,regular,no_priority,59.3285967811495,served,,,0
Week-01-Day-03,3,express_basket,no_priority,1,card,242.90371689961103,242.90371689961103,260.5319750043533,0.0,17.628258104742276,17.628258104742258,8,0,,,1,2124,,REG-1,regular,no_priority,988.0406698765186,served,,,0
Week-01-Day-03,4,deal_hunter,no_priority,7,card,397.1736323369041,397.1736323369041,448.4012646321316,0.0,51.22763229522749,51.227632295227465,8,0,,,7,1812,,REG-1,regular,no_priority,841.587785865015,served,,,0
Week-01-Day-03,5,deal_hunter,no_priority,25,card,469.4798300596485,469.4798300596485,547.0035518749961,0.0,77.52372181534759,77.52372181534759,8,0,,,25,4320,,REG-1,regular,no_priority,264.9257669020987,served,,,0
Week-01-Day-03,6,self_checkout_fan,no_priority,16,card,478.79403844103217,478.79403844103217,550.7888289259822,0.0,71.99479048495002,71.99479048495004,8,0,,,16,3645,,REG-2,regular,no_priority,361.02098487749964,served,,,0
Week-01-Day-03,7,express_basket,no_priority,3,card,613.3220114330616,613.3220114330616,639.5948023020959,0.0,26.27279086903433,26.27279086903434,8,0,,,3,1038,,REG-1,regular,no_priority,253.3264562503136,served,,,0
Week-01-Day-03,9,regular,no_priority,9,card,745.7136147866731,745.7136147866731,780.9019987205489,0.0,35.18838393387577,35.1883839338758,8,0,,,9,1246,,REG-1,regular,no_priority,88.3864306510742,served,,,0
Week-01-Day-03,10,self_checkout_fan,no_priority,8,card,767.600607669996,767.600607669996,813.2288414415375,0.0,45.62823377154154,45.628233771541545,8,0,,,8,1791,,REG-3,regular,no_priority,125.89543853807201,served,,,0
Week-01-Day-03,8,regular,no_priority,36,card,635.2209988374889,635.2209988374889,843.7921425630901,0.0,208.57114372560122,208.57114372560125,8,0,,,36,7442,,REG-2,regular,no_priority,359.24617863780315,served,,,0
Week-01-Day-03,13,express_basket,no_priority,5,card,1154.291114814332,1154.291114814332,1190.7990456930922,0.0,36.50793087876008,36.507930878760135,8,0,,,5,762,,REG-3,regular,no_priority,149.72175360633253,served,,,0
Week-01-Day-03,11,weekly_planner,no_priority,70,card,921.6595223566546,921.6595223566546,1192.0606519041553,0.0,270.40112954750055,270.40112954750066,8,0,,,70,12628,,REG-1,regular,no_priority,391.88400257757837,served,,,0
Week-01-Day-03,12,family_cart,no_priority,120,cash,983.6147874133167,983.6147874133167,1368.7734721185184,0.0,385.15868470520167,385.1586847052017,8,0,,,120,27035,,REG-2,regular,no_priority,308.5494544036783,served,,,0
Week-01-Day-03,14,weekly_planner,no_priority,54,cash,1215.5249235927695,1215.5249235927695,1463.5986495709017,0.0,248.0737259781321,248.0737259781322,8,0,,,54,13300,,REG-1,regular,no_priority,208.39898304744983,served,,,0
Week-01-Day-03,17,express_basket,no_priority,1,card,1408.0239142512473,1408.0239142512473,1484.462526645652,0.0,76.43861239440466,76.43861239440457,8,0,,,1,0,,REG-4,regular,no_priority,29.17906206904974,served,,,0
Week-01-Day-03,18,express_basket,no_priority,4,card,1437.378645826011,1437.378645826011,1503.6204151269035,0.0,66.24176930089232,66.24176930089243,8,0,,,4,745,,REG-5,regular,no_priority,84.49649280449312,served,,,0
Week-01-Day-03,15,weekly_planner,no_priority,17,cash,1377.5979305746987,1377.5979305746987,1620.7939196773723,0.0,243.19598910267368,243.1959891026736,8,0,,,17,2070,,REG-2,regular,no_priority,19.24336378195684,served,,,0
Week-01-Day-03,16,family_cart,reduced_mobility,71,card,1378.7382701651004,1378.7382701651004,1687.971326288844,0.0,309.2330561237437,309.2330561237436,8,0,,,71,11132,,REG-3,regular,reduced_mobility,116.37311072580522,served,,,0
Week-01-Day-03,20,regular,no_priority,35,card,1666.0304668964127,1666.0304668964127,1782.573879437592,0.0,116.54341254117928,116.54341254117935,8,0,,,35,7805,,REG-1,regular,no_priority,317.16442379532475,served,,,0
Week-01-Day-03,21,self_checkout_fan,no_priority,25,card,1677.3478427603368,1677.3478427603368,1836.858131862738,0.0,159.51028910240117,159.5102891024012,8,0,,,25,5792,,REG-2,regular,no_priority,503.408095708108,served,,,0
Week-01-Day-03,22,deal_hunter,no_priority,12,card,1816.8016746651665,1816.8016746651665,1884.0837158164745,0.0,67.28204115130791,67.28204115130802,8,0,,,12,2676,,REG-1,regular,no_priority,39.49535374360783,served,,,0
Week-01-Day-03,23,deal_hunter,no_priority,4,card,1819.202224799923,1819.202224799923,1889.5691335899355,0.0,70.36690879001257,70.36690879001253,8,0,,,4,1455,,REG-3,regular,no_priority,873.3085407590657,served,,,0
Week-01-Day-03,19,family_cart,no_priority,127,card,1456.262645528379,1456.262645528379,1901.1916606409852,0.0,444.92901511260635,444.9290151126063,8,0,,,127,29587,,REG-6,regular,no_priority,784.8465862490896,served,,,0
Week-01-Day-03,24,express_basket,no_priority,1,cash,2161.6402242818513,2161.6402242818513,2207.8449503338816,0.0,46.20472605203045,46.20472605203031,8,0,,,1,491,,REG-1,regular,no_priority,436.5341533906027,served,,,0
Week-01-Day-03,26,family_cart,no_priority,53,cash,2191.978279738505,2191.978279738505,2418.978279738505,0.0,227.0,227.0,8,0,,,53,9347,,REG-3,regular,no_priority,1901.9392359091826,served,,,0
Week-01-Day-03,27,self_checkout_fan,no_priority,11,card,2526.7112471722758,2526.7112471722758,2595.802871475492,0.0,69.09162430321602,69.09162430321612,8,0,,,11,1570,,REG-1,regular,no_priority,177.13126670884472,served,,,0
Week-01-Day-03,25,family_cart,no_priority,96,card,2180.53848657852,2180.53848657852,2795.4038793718464,0.0,614.8653927933267,614.8653927933265,8,0,,,96,21166,,REG-2,regular,no_priority,707.0134687806186,served,,,0
Week-01-Day-03,28,express_basket,no_priority,13,card,2763.3102323052917,2763.3102323052917,2836.3711319492795,0.0,73.0608996439879,73.0608996439878,8,0,,,13,2861,,REG-1,regular,no_priority,186.57261698981117,served,,,0
Week-01-Day-03,30,regular,no_priority,20,card,2834.7410899770875,2834.7410899770875,2914.4441020917207,0.0,79.70301211463297,79.70301211463311,8,0,,,20,4540,,REG-3,regular,no_priority,2075.320488689377,served,,,0
Week-01-Day-03,29,deal_hunter,no_priority,18,card,2833.1391243842627,2833.1391243842627,2953.8323822623865,0.0,120.69325787812372,120.69325787812386,8,0,,,18,2154,,REG-2,regular,no_priority,435.89118094944354,served,,,0
Week-01-Day-03,31,weekly_planner,no_priority,44,card,2919.4720049070675,2919.4720049070675,3072.9065092278643,0.0,153.4345043207968,153.4345043207968,8,0,,,44,5485,,REG-1,regular,no_priority,1429.0588884207928,served,,,0
Week-01-Day-03,32,self_checkout_fan,no_priority,12,card,3013.4684996285396,3013.4684996285396,3114.048158536526,0.0,100.57965890798647,100.57965890798641,8,0,,,12,2598,,REG-2,regular,no_priority,350.6906571109428,served,,,0
Week-01-Day-03,33,express_basket,no_priority,1,card,3115.6625890168434,3115.6625890168434,3153.1909510077626,0.0,37.52836199091911,37.528361990919166,8,0,,,1,0,,REG-1,regular,no_priority,4.810119953738194,served,,,0
Week-01-Day-03,35,deal_hunter,no_priority,9,card,3198.729717669634,3198.729717669634,3221.596598829724,0.0,22.86688116009021,22.866881160090088,8,0,,,9,357,,REG-1,regular,no_priority,646.9101432029769,served,,,0
Week-01-Day-03,36,express_basket,no_priority,7,card,3330.886316328004,3330.886316328004,3375.0339350873214,0.0,44.147618759317325,44.14761875931754,8,0,,,7,1191,,REG-1,regular,no_priority,139.5811496927216,served,,,0
Week-01-Day-03,34,family_cart,no_priority,86,cash,3136.548109702533,3136.548109702533,3387.3199638046117,0.0,250.77185410207846,250.77185410207858,8,0,,,86,17212,,REG-2,regular,no_priority,9.67499645448007,served,,,0
Week-01-Day-03,38,regular,no_priority,12,card,3683.526211177632,3683.526211177632,3711.8029650202748,0.0,28.276753842642876,28.276753842642847,9,0,,,12,2593,,REG-2,regular,no_priority,302.12921715918804,served,,,0
Week-01-Day-03,37,weekly_planner,no_priority,52,cash,3646.6687808918905,3646.6687808918905,3863.2237918550795,0.0,216.55501096318895,216.55501096318903,9,0,,,52,9800,,REG-1,regular,no_priority,24.688688986125605,served,,,0
Week-01-Day-03,39,express_basket,no_priority,16,card,3769.6032818290005,3769.6032818290005,3876.9891084315136,0.0,107.38582660251298,107.38582660251313,9,0,,,16,4513,,REG-2,regular,no_priority,21.34676724281835,served,,,0
Week-01-Day-03,40,weekly_planner,no_priority,35,card,3845.987884411912,3845.987884411912,4019.040341835208,0.0,173.05245742329578,173.0524574232959,9,0,,,35,3926,,REG-3,regular,no_priority,92.01332688814975,served,,,0
Week-01-Day-03,45,regular,no_priority,10,card,4050.060449775636,4050.060449775636,4129.797607077381,0.0,79.73715730174538,79.73715730174536,9,0,,,10,2418,,REG-5,regular,no_priority,1048.8117407856485,served,,,0
Week-01-Day-03,44,express_basket,no_priority,6,card,4042.410886187761,4042.410886187761,4138.081650504135,0.0,95.67076431637321,95.6707643163736,9,0,,,6,2348,,REG-3,regular,no_priority,322.80990680991914,served,,,0
Week-01-Day-03,47,regular,no_priority,15,card,4133.81654321673,4133.81654321673,4150.145859506942,0.0,16.329316290211672,16.329316290211864,9,0,,,15,1589,,REG-5,regular,no_priority,430.51979454526474,served,,,0
Week-01-Day-03,43,regular,no_priority,32,card,4010.9941561393643,4010.9941561393643,4186.49402458116,0.0,175.4998684417959,175.49986844179602,9,0,,,32,6633,,REG-4,regular,no_priority,146.20410345239793,served,,,0
Week-01-Day-03,46,family_cart,no_priority,47,cash,4089.750480640854,4089.750480640854,4188.820308995472,0.0,99.06982835461837,99.06982835461804,9,0,,,47,15801,,REG-6,regular,no_priority,2593.1293865483312,served,,,0
Week-01-Day-03,48,express_basket,no_priority,4,card,4135.616980671992,4135.616980671992,4190.069006536789,0.0,54.45202586479678,54.45202586479718,9,0,,,4,1435,,REG-7,regular,no_priority,523.7370073651883,served,,,0
Week-01-Day-03,49,deal_hunter,no_priority,8,cash,4159.406174432275,4159.406174432275,4235.862220208779,0.0,76.45604577650367,76.45604577650374,9,0,,,8,1557,,REG-3,regular,no_priority,18.50345188657143,served,,,0
Week-01-Day-03,41,weekly_planner,no_priority,96,card,3910.471950429892,3910.471950429892,4270.002832504574,0.0,359.5308820746819,359.53088207468227,9,0,,,96,18039,,REG-1,regular,no_priority,596.3164987135361,served,,,0
Week-01-Day-03,42,weekly_planner,no_priority,110,card,3928.9508280990267,3928.9508280990267,4336.839755491296,0.0,407.88892739227,407.8889273922696,9,0,,,110,23156,,REG-2,regular,no_priority,42.39582479476459,served,,,0
Week-01-Day-03,54,express_basket,no_priority,1,card,4348.014690335869,4348.014690335869,4378.566589674693,0.0,30.55189933882383,30.551899338824114,9,0,,,1,0,,REG-2,regular,no_priority,27.764427449438454,served,,,0
Week-01-Day-03,50,family_cart,no_priority,118,cash,4160.571501279985,4160.571501279985,4417.93489317252,0.0,257.36339189253533,257.3633918925352,9,0,,,118,24838,,REG-5,regular,no_priority,439.38117868657866,served,,,0
